id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
37,18376,10386,"Creative Scotland","<p>Creative Scotland offers an investment open line and investment surgeries which enable potential applicants to speak with staff. They will be able to receive face-to-face tailored assistance with their inquiries about the investment programmes. Please see website for more information.</p> ","<p>Each programme has specific eligibility criteria. Contact Creative Scotland for information about eligibility.</p> ",,"<p>Creative Scotland is the national development body for the arts, screen and creative industries in Scotland.</p> <p>Creative Scotland develops and invests in Scotland's arts sector at home and abroad. They invest in areas such as quality artistic productions and audience access and participation.</p> <p>Creative Scotland offers a range of investment opportunities, which support both organisations and individuals. There are a number of investment programmes as follows:</p> <ul> <li>Access, Audience Development and Participation Programme</li> <li>Capital Programme</li> <li>Cultural Economy Programme</li> <li>Film and Broadcasting Fund</li> <li>Foundation Organisations and Flexibly Funded Organisations</li> <li>Innovation Fund</li> <li>International Programme</li> <li>National Events 2012/14</li> <li>Networks and Agencies</li> <li>Place</li> <li>Quality Arts Production</li> <li>Talent Development</li> <li>Touring, Festivals and Events</li> <li>Youth Music Initiative</li> </ul> <p>Please see website for more details on any of these programmes.</p> ",,0,249,0,,0,1,0,"Creative Scotland","Grants for individual artists and art organisations in Scotland",http://www.creativescotland.com/investment,"Creative Scotland website","Creative Scotland enquiries@creativescotland.com 0845 603 6000 Waverley Gate 2-4 Waterloo Place Edinburgh EH1 3EG"
38,16915,10388,"Business Support - Glasgow",,"<p>Available to businesses based in the Gorbals area of Glasgow.</p> ",,"<p>Advice and support is available on a wide range of issues to assist businesses with their development.</p> ",,0,249,0,,0,1,0,"Gorbals Initiative","Advice and support to help businesses develop",http://www.gorbals-init.org.uk/support.htm,"Gorbals Initiative website","Gorbals Initiative info@gsera.org.uk 0141 429 6314 The Adelphi Centre 12 Commercial Road Glasgow G5 0PQ"
39,16916,10389,"Recruitment Support - Glasgow",,"<p>Employers based in Glasgow may apply.</p> ",,"<p>Employers can access advice and support designed to assist them in identifying suitable candidates for openings in their enterprise and matching the skills they are looking for to local jobseekers.</p> ",,0,249,0,,0,1,0,"Gorbals Initiative","Helps businesses to recruit and train local jobseekers",http://www.gorbals-init.org.uk/findpeople.htm,"Gorbals Initiative website","Gorbals Initiative info@gsera.org.uk 0141 634 1024 The Adelphi Centre 12 Commercial Road Glasgow G5 0PQ"
40,16466,10390,"HR Advice - Glasgow",,"<p>Individuals must be located in the regeneration area of Glasgow. See website for further details.</p> ",,"<p>This scheme provides businesses with a range of HR support services, including:</p> <ul> <li>recruitment and selection</li> <li>employee legislation</li> <li>absence management</li> <li>grievance and discipline</li> <li>equal opportunities</li> <li>policies and procedures</li> </ul> ",,0,249,0,,0,1,0,"Glasgow West Regeneration Agency","Offers HR support to businesses based in Glasgow",http://www.gwra.org.uk/startbusiness.html,"Glasgow West Regeneration Agency website","Glasgow West Regeneration Agency hello@glasgowwest.org.uk 0141 949 4949 The Open Gate 44 Hecla Square Drumchapel Glasgow G15 8NH"
41,16467,10391,"Staff Training - Glasgow",,"<p>Businesses based in the Drumchapel area of Glasgow which have been trading for less than six months may apply.</p> ",,"<p>This scheme provides training on a number of business issues, including:</p> <ul> <li>management</li> <li>employment law</li> <li>personal development</li> <li>sales and marketing</li> <li>people management</li> <li>first aid</li> </ul> ",,6,249,0,,0,1,0,"Glasgow West Regeneration Agency","Trains staff from Glasgow-based businesses",http://www.gwra.org.uk/startbusiness.html,"Glasgow West Regeneration Agency website","Glasgow West Regeneration Agency hello@glasgowwest.org.uk 0141 949 4949 44 Hecla Square Drumchapel Glasgow G15 8NH"
42,16468,10392,"Support for Social Economy Organisations - Glasgow",,"<p>Individuals thinking of setting up a business in the Drumchapel area of Glasgow may apply.</p> ",,"<p>This scheme provides a range of support services to social economy organisations in Glasgow. The services provided include:</p> <ul> <li>organisational health checks</li> <li>business planning</li> <li>funding, sourcing and applications</li> <li>assistance with contracting</li> <li>networking and mentoring</li> <li>financial modelling</li> <li>help with developing project proposals</li> <li>testing market viability</li> </ul> ",,0,249,0,,0,1,0,"Glasgow West Regeneration Agency","A range of support services to social economy organisations",http://www.gwra.org.uk/startbusiness.html,"Glasgow West Regeneration Agency website","Glasgow West Regeneration Agency hello@glasgowwest.org.uk 0141 949 4949 44 Hecla Square Drumchapel Glasgow G15 8NH"
43,16461,10393,"Property Assistance - Glasgow",,"<p>Applicants must be looking to operate in Glasgow.</p> ",,"<p>Individuals or companies seeking business or workshop space in the North of Glasgow can access support and advice designed to assist them.</p> ",,0,249,0,,0,1,0,"Glasgow North","Helps with property searches for businesses seeking new or larger premises",http://www.glasgownorth.org/index.php/business/property/,"Glasgow North website","Glasgow North info@glasgownorth.org 0141 552 5413 St Rollox House 130 Springburn Road Glasgow G21 1TL"
44,16462,10394,"Skills for Small Business Programme - North Glasgow","<p>The programme will analyse the needs of applicants, and devise a training scheme to suit them.</p> ","<p>Organisations based in the north of Glasgow may be eligible.</p> ",,"<p>A specialised programme designed to raise awareness of the long-term business benefits of employee training and development activities. The scheme focuses on organisations looking to develop Investors in People Quality Standard.</p> ",,0,19,0,,0,1,0,"Glasgow North","Identifies and develops structured training programmes for employers and employees",http://www.glasgownorth.org/index.php/people/skills-learning/,"Glasgow North website","Glasgow North info@glasgownorth.org 0141 552 5413 St Rollox House 130 Springburn Road Glasgow G21 1TL"
45,17327,10395,"Community Enterprise Loan Fund - Highlands",,"<p>Typical clients will be organisations with a constitution located in the Highlands.</p> ","<p>Applicants will be judged on their ability to provide a public benefit by a panel made up of local councillors and business and community representatives.</p> ","<p>This scheme provides loans for not-for-profit, community-based organisations such as:</p> <ul> <li>care organisations</li> <li>heritage and cultural groups</li> <li>sports teams</li> </ul> ",,0,249,50000,,0,1,5000,"Highland Opportunity Ltd","Loans for not-for-profit organisations",http://www.highland-opportunity.com/Highland%20Opportunity%20Services/copy-CELF.html,"Highland Opportunity Ltd website","Highland Opportunity Ltd info@highland-opportunity.com 01463 228 340 Highland Council 81A Castle Street Inverness IV2 3EA"
46,18416,10396,"Comprehensive Development Schemes - Northern Ireland",,"<p>Businesses interested in acquiring premises or land in Northern Ireland may apply.</p> ",,"<p>This scheme aims to unlock development opportunities by releasing underused and derelict land and buildings.</p> ",,0,249,0,,0,1,0,"Belfast Regeneration Office","Provides development opportunities and helps potential businesses acquire land",http://www.dsdni.gov.uk/comprehensive_development_schemes,"Belfast Regeneration Office website","Belfast Regeneration Office bro@dsdni.gov.uk 028 9081 9977 Level 3 James House Gas Works Business Park Cromac Avenue Belfast BT7 2JA"
47,17006,10397,"Royal Society Industry Fellowships Scheme","<p>This scheme is currently closed for applications. Please see the website for further details.</p> ","<p>Applicants must hold a permanent post in either a UK university, a UK not-for-profit research organisation, or in a UK industry.</p> ",,"<p>This scheme provides support for collaborative projects between academics, not-for-profit research organisations, and industry. It is anticipated that fellows will establish personal and corporate links between the two sectors in the UK as a foundation for their long-term future development.</p> ",,0,249,0,,0,1,0,"The Royal Society","Aims to improve knowledge transfer between industry and academia",http://royalsociety.org/Industry-Fellowships/,"The Royal Society website","The Royal Society ukgrants@royalsoc.ac.uk 020 7451 2500 6-9 Carlton House Terrace London SW1Y 5AG"
48,16542,10400,"Commercial Improvement Area Grants - Bridgend",,"<p>Properties must be located in a town centre in one of the following areas:</p> <ul> <li>Maesteg</li> <li>Nantyffyllon</li> <li>Caerau</li> <li>Pontycymmer</li> <li>Blaengarw</li> <li>Ogmore Vale</li> <li>Nantymoel</li> <li>Kenfig Hill</li> <li>Aberkenfig</li> </ul> ",,"<p>Grants available for individuals with a long-term lease on a shop, office or other Bridgend town centre premises, for the extension or improvement of buildings.</p> ",,0,249,15000,,0,1,0,"Bridgend County Borough Council","Grants for the improvement of commercial premises located in Bridgend town centre",http://www.bridgend.gov.uk/Web1/groups/public/documents/services/001126.hcsp,"Bridgend County Borough Council website","Bridgend County Borough Council physicalregeneration@bridgend.co.uk 01656 815 201 Civic Offices Angel Street Bridgend CF31 4WB"
